Season,Episode,Title,Scene,Person,Said
1,32,Dreams in Darkness,FEAR,Thug #1,You set him up?
1,32,Dreams in Darkness,FEAR,Thug #1,You mean Batman's...
1,32,Dreams in Darkness,MADNESS,Thug #1,"The last truck's here. Once we start pumping it, there's no stopping that chemical reaction."
1,32,Dreams in Darkness,PAYBACK,Thug #1,Full pressure on pump 1. Mixing chamber 2 on stand-by. We are go for injection. Three minutes and counting. That's the last of it.
1,32,Dreams in Darkness,PAYBACK,Thug #1,It's gonna blow!
1,42,Joker's Wild,TRUTH,Thug #1,What do we do with him boss?
1,48,The Man Who Killed Batman,THE SQUID,Thug #1,"Why did you bring along that loser, he's useless."
1,48,The Man Who Killed Batman,THE SQUID,Thug #1,"Sid's taking on the Batman! The little weasel's got guts! No brains, but guts! Split!"
1,48,The Man Who Killed Batman,THE SQUID,Thug #1,No one could have lived through that.
1,50,Robin's Reckoning Part I,THE DYNAMIC DUO,Thug #1,"Ok. Now, I'm gonna need a charge!"
1,50,Robin's Reckoning Part I,THE SEARCH,Thug #1,C'mon 7! Snake eyes! huh?!
1,50,Robin's Reckoning Part I,THE SEARCH,Thug #1,"Lucky five! Yeah, the Z man's been lying low alright."
1,50,Robin's Reckoning Part I,THE SEARCH,Thug #1,Big bat problems.
1,50,Robin's Reckoning Part I,THE SEARCH,Thug #1,"No way. I ain't no squealer. You'll get nothing outta me, you hear? Nothing! - Stromwell! He's with Stromwell! His uncle! Okay? All right?"
1,52,Robin's Reckoning Part II,FUGITIVE,Thug #1,What's what?
1,52,Robin's Reckoning Part II,ROBIN'S RECKONING,Thug #1,"Mick! Mick, he's over here! Get 'im! Get 'im!"
1,59,Shadow of the Bat Part I,THE FALL OF THORNE,Thug #1,This place gives me the willies!
1,59,Shadow of the Bat Part I,THE FALL OF THORNE,Thug #1,Jeez boss! You shouldn't sneak up on guys like that!
1,59,Shadow of the Bat Part I,THE FALL OF THORNE,Thug #1,Hey!
1,52,Robin's Reckoning Part II,ROBIN'S RECKONING,Thug #1',You can't! You'll hit us!
1,13,P.O.V.,ENTERS THE WAREHOUSE AND SPOTS THE CRIMINALS,Thug #2,"Fry, copper! (They corner Harvey into the fire)"
1,13,P.O.V.,MONTOYA CRACKS THE CASE,Thug #2,Come on!
1,14,Heart of Ice,MISTER FREEZE,Thug #2,All set!
1,14,Heart of Ice,MISTER FREEZE,Thug #2,Put me down!
1,17,Two-Face Part I,POLICE RAID AND HARVEY'S OUTBURST,Thug #2,"Hey, they're starting to move!"
1,17,Two-Face Part I,POLICE RAID AND HARVEY'S OUTBURST,Thug #2,We give up!
1,24,Mad as a Hatter,WONDERLAND GOTHAM,Thug #2,"Hey, easy money headed our way!"
1,24,Mad as a Hatter,WONDERLAND GOTHAM,Thug #2,"It's your funeral, nutboy! (Tetch puts the cards on their heads) Please, Mr. Hat, go easy on us."
1,24,Mad as a Hatter,WONDERLAND GOTHAM,Thug #2,Gotta do what Mr. Hat says.
1,24,Mad as a Hatter,WONDERLAND GOTHAM,Thug #2,(after Batman saved them) Hey man! Keep away from me! We never touched the creep.
1,24,Mad as a Hatter,WONDERLAND GOTHAM,Thug #2,Hey-- what are we doing here?
1,50,Robin's Reckoning Part I,THE DYNAMIC DUO,Thug #2,Oh great...
1,50,Robin's Reckoning Part I,THE SEARCH,Thug #2,You do an awful lot of wondering for someone we ain't ever seen before. What'd you say your name was?
1,50,Robin's Reckoning Part I,THE SEARCH,Thug #2,"Smith. That wouldn't be Detective Smith, would it? Or maybe Sergeant? Check his wallet, Al."
1,52,Robin's Reckoning Part II,FUGITIVE,Thug #2,Sounds like... rats!
1,59,Shadow of the Bat Part I,THE FALL OF THORNE,Thug #2,No kiddin'! Why do ge gotta this stuff in the middle of the flippin' night?
1,13,P.O.V.,MONTOYA CRACKS THE CASE,Thug #3,"(While shooting at them) (Ahh, get me under the clip! probaly incorrect)"
1,14,Heart of Ice,MISTER FREEZE,Thug #3,The Batman!
1,17,Two-Face Part I,POLICE RAID AND HARVEY'S OUTBURST,Thug #3,Let' em try! There ain't nobody can get in here alive!
1,17,Two-Face Part I,POLICE RAID AND HARVEY'S OUTBURST,Thug #3,Oh...F-Frankie!
1,17,Two-Face Part I,POLICE RAID AND HARVEY'S OUTBURST,Thug #3,Help!
1,48,The Man Who Killed Batman,GANGLAND,Thug #3,"Come on, Squid! Give 'im what........"
1,14,Heart of Ice,MISTER FREEZE,Thug #4,"Johnny! -- Take it easy, man. I gotcha!"
1,14,Heart of Ice,MISTER FREEZE,Thug #4,But he's one of us!
1,48,The Man Who Killed Batman,THE JOKER,Thug #4,"Sure, boss."
1,8,The Cat and the Claw Part II,TRAIN HEIST,Thug 1,That's got it!
1,8,The Cat and the Claw Part II,SPEED DATE,Thug 1,"Here go your nine lives, kitty cat!"
1,8,The Cat and the Claw Part II,BREAKING INTO MULTIGON,Thug 1,"Here, Kitty-kitty-kitty!"
1,8,The Cat and the Claw Part II,TRAIN HEIST,Thug 2,Red Claw! Watch out!
1,48,The Man Who Killed Batman,GANGLAND,Thugs,SIDNEY! SIDNEY! SIDNEY!....
1,48,The Man Who Killed Batman,GANGLAND,Thugs,SQUID! SQUID! SQUID!.... The toughest guy in Gotham!
1,60,Shadow of the Bat Part II,RECKONING,Thugs,"Hey, who's that? - Hey, did you hear something?"
1,60,Shadow of the Bat Part II,DOUBLE SETUP,Thugs,"Come on, Commissioner! Rupert Thorne doesn't desert his friends."
1,17,Two-Face Part I,POLICE RAID AND HARVEY'S OUTBURST,Thugs Voices,Watch out!
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Timmy Frye,"(gives the present to Jordan) Happy Birthday, where's the food?"
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Timmy Frye,What is it?
1,50,Robin's Reckoning Part I,THE FLYING GRAYSONS,Tony Zucco,"Insurance, Mr. Haley. You know, from... accidents. Can't run a business without insurance."
1,32,Dreams in Darkness,EXPOSED,Torchy,"Yo, getting set to make the final connection."
1,32,Dreams in Darkness,EXPOSED,Torchy,Uh? (notices Batman) Bummer.
1,32,Dreams in Darkness,EXPOSED,Torchy,(hallucinating) Red eyes! Those teeth! Stay away!
1,27,Perchance to Dream,REAL,TV Anchor,"Once again, the mysterious figure known as Batman has come----"
1,10,Nothing to Fear,BRUCE AFFECTED BY FEAR GAS IN THE BATCAVE,TV Announcer,You'll feel like a million dollars!
1,46,The Laughing Fish,THE LAUGH,TV Host,Coming up next
1,42,Joker's Wild,ASYLUM BREAKOUT,TV Lady,Be sure the bulbs are placed far enough apart for proper root growth and remember to give the seedlings plenty of sunlight. Add just enough water; then-
1,42,Joker's Wild,ASYLUM BREAKOUT,TV Man,"Next, a dog drinks milk out of his owner's mouth."
1,44,Off Balance,SHADOWS,Twitch,An hour I've been waiting. I don't know why Nikko wanted me to meet here for anyway.
1,44,Off Balance,SHADOWS,Twitch,You? You tricked me! W-w-what do you want?
1,44,Off Balance,SHADOWS,Twitch,"Hey... there ain't that much to tell! I mean... I only work for 'em, ok? Not with them!"
1,44,Off Balance,SHADOWS,Twitch,"Ok. ok. They're supposed to have their claws in every deal in Gotham. - In fact, word on the street is they've got something major going down tonight! .................. some kinda new ultra-sound gizmo or something."
1,44,Off Balance,SHADOWS,Twitch,"Strange dude! Strangest things about these guys, come to think of it, goes by the code name, Vertigo. They say he's.... (loud gasp as the Society appears) Please! He- he made me talk! I didn't wanna!"
1,44,Off Balance,SHADOWS,Twitch,"No... No, Please! I DIDN'T DO IIIIIITT!"
1,36,Almost Got 'Im,GIANT PENNY,Two-Face,They actually let him keep it! - Whose deal is it?
1,17,Two-Face Part I,"FRACTURED FACE, FRACTURED MIND",Two-Face,"Goodbye, Grace."
1,18,Two-Face Part II,TWO-FACE ATTACKS,Two-Face,"Good head - We leave 'em alone, bad head we hit 'em hard."
1,18,Two-Face Part II,TWO-FACE ATTACKS,Two-Face,"Don't bother to adjust the picture. For the next five minutes, I'm in control. Get the money!"
1,18,Two-Face Part II,TWO-FACE ATTACKS,Two-Face,Bring it!
1,18,Two-Face Part II,TWO-FACE ATTACKS,Two-Face,Jewelry wasn't part of the plan. We gotta flip for it.
1,18,Two-Face Part II,TWO-FACE ATTACKS,Two-Face,Good side! Leave it!
1,18,Two-Face Part II,TWO-FACE ATTACKS,Two-Face,I said leave it!
1,18,Two-Face Part II,TWO-FACE ATTACKS,Two-Face,"Before I go, I want you all to give Rupert Thorne a message for me... (fires constantly into the air)"
1,18,Two-Face Part II,BATMAN'S NIGHTMARE,Two-Face,Why couldn't you save me?
1,18,Two-Face Part II,TWO-FACE'S PLAN,Two-Face,"(counting money) Sixty four eight...sixty four nine...sixty five thousand. (Max tries to take the money, but Two-Face stops him) Don't touch anything until I tell you, punk! You always were a couple of greedy little beggars, even when I prosecuted you as DA. (he starts staring a picture of him and Grace on his wallet and the twins stare back at him) What are you looking at?"
1,18,Two-Face Part II,TWO-FACE'S PLAN,Two-Face,(flips the coin and the bad side comes up) Forget it! We have more important things to do. I've decided it's time to finish Thorne once and for all.
1,18,Two-Face Part II,TWO-FACE'S PLAN,Two-Face,Let's just say I wanna do to him exactly what he did to me.
1,18,Two-Face Part II,BATMAN LOCATES TWO-FACE,Two-Face,"For years I tried to (  ) into this. Money laundry, pay-offs, blackmail. It's all here! I'll destroy Thorne with his file just like he destroyed me with mine!"
1,18,Two-Face Part II,BATMAN LOCATES TWO-FACE,Two-Face,Help me? You don't know anything about me!
1,18,Two-Face Part II,BATMAN LOCATES TWO-FACE,Two-Face,Harvey's friend are no friends of mine!
1,18,Two-Face Part II,BATMAN LOCATES TWO-FACE,Two-Face,Grace...What do you know about Grace?
1,18,Two-Face Part II,BATMAN LOCATES TWO-FACE,Two-Face,Let go of me! (pushes Batman and knocks him unconscious)
1,18,Two-Face Part II,HARVEY CONTACTS GRACE,Two-Face,Stop the car!
1,18,Two-Face Part II,HARVEY CONTACTS GRACE,Two-Face,Grace.
1,18,Two-Face Part II,HARVEY CONTACTS GRACE,Two-Face,I-- I wanna see you.
1,18,Two-Face Part II,HARVEY CONTACTS GRACE,Two-Face,Look out your window. They'll bring you to me.
1,18,Two-Face Part II,RUPERT THORNE VS. TWO-FACE,Two-Face,"Hello, Grace."
1,18,Two-Face Part II,RUPERT THORNE VS. TWO-FACE,Two-Face,My name is Two-Face now.
1,18,Two-Face Part II,RUPERT THORNE VS. TWO-FACE,Two-Face,"(This is my world now... A dichotomy of order and chaos, just like me."
1,18,Two-Face Part II,RUPERT THORNE VS. TWO-FACE,Two-Face,"This is what I listen to now. (flips his coin) Chance, Grace. Change is everything. Whether you're born or not. Whether you live or die. Whether you're good or bad. It's all arbitrary."
1,18,Two-Face Part II,RUPERT THORNE VS. TWO-FACE,Two-Face,Grace. (Min and Max appear) What is it?
1,18,Two-Face Part II,RUPERT THORNE VS. TWO-FACE,Two-Face,Grace?
1,18,Two-Face Part II,RUPERT THORNE VS. TWO-FACE,Two-Face,"So much for control, uh, Grace."
1,18,Two-Face Part II,RUPERT THORNE VS. TWO-FACE,Two-Face,"Not a chance, you slime!"
1,18,Two-Face Part II,RUPERT THORNE VS. TWO-FACE,Two-Face,LET HER GO!
1,18,Two-Face Part II,RUPERT THORNE VS. TWO-FACE,Two-Face,BUT YOU SAID--
1,18,Two-Face Part II,RUPERT THORNE VS. TWO-FACE,Two-Face,Taking control of my life.
1,18,Two-Face Part II,RUPERT THORNE VS. TWO-FACE,Two-Face,The law?! Here's the only law! (holds up his coin) The law of averages! The great equalizer! (flips it but is confused when Batman throws several coins at him and Harvey) NO!
1,18,Two-Face Part II,RUPERT THORNE VS. TWO-FACE,Two-Face,My coin...where is it? I can't decide without...OH NO; It's GOTTA BE HERE... IT'S GOTTA IA HAVE TO HAVE IT!! RRRAAAAGGHHH!
1,18,Two-Face Part II,RUPERT THORNE VS. TWO-FACE,Two-Face,(starts sobbing)
1,30,The Strange Secret of Bruce Wayne,STRANGE ALLIES,Two-Face,This Dr. Strange better have a good reason for dragging us out to the middle of nowhere!
1,30,The Strange Secret of Bruce Wayne,STRANGE ALLIES,Two-Face,"It's too brown. I prefer green, as in money."
1,30,The Strange Secret of Bruce Wayne,THE AUCTION,Two-Face,Get to the point!
1,30,The Strange Secret of Bruce Wayne,THE AUCTION,Two-Face,Five hundred thousand!
1,30,The Strange Secret of Bruce Wayne,THE AUCTION,Two-Face,Two million!
1,30,The Strange Secret of Bruce Wayne,THE AUCTION,Two-Face,"Get out of my face, clown!"
1,30,The Strange Secret of Bruce Wayne,THE AUCTION,Two-Face,Get him!
1,30,The Strange Secret of Bruce Wayne,FINAL CHASE,Two-Face,"That's absurd! I know Bruce Wayne. If he's Batman, I'm the King of England."
1,30,The Strange Secret of Bruce Wayne,FINAL CHASE,Two-Face,Good idea!
1,36,Almost Got 'Im,THE MEETING,Two-Face,"Yeah, well that's where you're wrong. I don't think it is one guy."
1,36,Almost Got 'Im,THE MEETING,Two-Face,"The way I figure it, Gordon's got a bunch of them stashed someplace like a SWAT team. He wants you to think it's one guy but..."
1,36,Almost Got 'Im,THE MEETING,Two-Face,Just deal.
1,36,Almost Got 'Im,THE MEETING,Two-Face,Poison Ivy.
1,36,Almost Got 'Im,THE MEETING,Two-Face,Half of me wants to strangle you.
1,36,Almost Got 'Im,THE MEETING,Two-Face,To hit you with a truck.
1,36,Almost Got 'Im,THE MEETING,Two-Face,You got it.
1,36,Almost Got 'Im,THE MEETING,Two-Face,Nobody's come closer to snapping the Batman than me!
1,36,Almost Got 'Im,EXPLODING PUMPKINS,Two-Face,Can't be better than mine!
1,36,Almost Got 'Im,GIANT PENNY,Two-Face,"There was this time I had just robbed the Gotham Mint of 2 millions in 2 dollar bills! Lucky for me, I brought along the ""Two Ton Gang""."
1,36,Almost Got 'Im,GIANT PENNY,Two-Face,"The coin says you lose, Batman. Tie him up! And just so you don't get any ideas... We'll see how tough you are without your toys!"
1,36,Almost Got 'Im,GIANT PENNY,Two-Face,"I thought as long as I have Batman in my mercy, he deserved a fifty-fifty chance"
1,36,Almost Got 'Im,GIANT PENNY,Two-Face,"Here's the deal. The coin lands face down, you'll be squashed flat. It lands face up, it'll just break every bone in your body. - Hey! Where's my coin! Anybody see where I... Oh NO! No! Drop it now!"
1,36,Almost Got 'Im,GIANT PENNY,Two-Face,"And if weren't for this blasted coin, I woulda got him!"
1,36,Almost Got 'Im,LAUGH AND DIE,Two-Face,Almost got 'im!
1,36,Almost Got 'Im,LAUGH AND DIE,Two-Face,I can't believe his luck!
1,36,Almost Got 'Im,LAUGH AND DIE,Two-Face,You're not getting out of this one.
1,59,Shadow of the Bat Part I,RISE AND FALL,Two-Face,"Is that so? Well, you heard right. In fact, you can double your take on the jobs we're pulling. Assuming I let you live to join my gang. Matches Malone, eh? Never heard of ya. But there's something about you that I don't like. Nothing I can put my finger on, but I trust my hunches. Kinda like a... second sight, you know. Good edge, you live. Bad edge, you don't. Simple, huh?"
1,60,Shadow of the Bat Part II,RECKONING,Two-Face,You sure you haven't seen him at the department?
1,60,Shadow of the Bat Part II,RECKONING,Two-Face,"In a few minutes, nobody's gonna care. - Okay, you're done."
1,60,Shadow of the Bat Part II,RECKONING,Two-Face,"Don't get wise with me, Mason! Remember who got you set up as Gordon's assistant."
1,60,Shadow of the Bat Part II,RECKONING,Two-Face,"DON'T CALL ME THAT! It's Two-Face to you, pretty boy!"
1,60,Shadow of the Bat Part II,RECKONING,Two-Face,"Don't you forget it! - Since our little stunt at the rally, I got the city thinking you're the best thing since the Batman. Once Gordon's out of the picture, you'll be assured to take his place. In fact, they could be calling you Commissioner by tomorrow!"
1,60,Shadow of the Bat Part II,RECKONING,Two-Face,"I'm stepping up the time table. Too many people nosing around. This guy, that Batgirl chippie. I'm not taking any chances. My men'll bust Gordon out of jail tonight, then we'll dump him off................"
1,60,Shadow of the Bat Part II,RECKONING,Two-Face,We got company! Over there!
1,60,Shadow of the Bat Part II,RECKONING,Two-Face,"Robin? - If he's Robin, that makes you..."
1,60,Shadow of the Bat Part II,RECKONING,Two-Face,Blow it!
1,60,Shadow of the Bat Part II,DEATH TRAP,Two-Face,The explosion probably took care of them. But just in case...
1,60,Shadow of the Bat Part II,FINALE,Two-Face,Get 'im!
1,60,Shadow of the Bat Part II,FINALE,Two-Face,"Get him! Stop the Bat! - You've screwed up my plans for the last time, Batman!"
1,31,"Tyger, Tyger",CAT-WOMAN,Tygrus,No!
1,31,"Tyger, Tyger",CAT-WOMAN,Tygrus,My father taught me.
1,31,"Tyger, Tyger",CAT-WOMAN,Tygrus,"He told me to destroy you, and I will! And when you're gone, Selina will love me!"
1,31,"Tyger, Tyger",CAT-WOMAN,Tygrus,Why?
1,31,"Tyger, Tyger",CAT-WOMAN,Tygrus,"He's my enemy! And my father's enemy! When I prove I'm best, you'll be mine!"
1,31,"Tyger, Tyger",CAT-WOMAN,Tygrus,"But, my father said..."
1,31,"Tyger, Tyger",FIRE AND GRIEF,Tygrus,"Father, please!"
1,31,"Tyger, Tyger",FIRE AND GRIEF,Tygrus,Why? He's not food. And he is not my enemy.
1,31,"Tyger, Tyger",FIRE AND GRIEF,Tygrus,It doesn't matter. He's my father. He gave me life.
1,31,"Tyger, Tyger",FIRE AND GRIEF,Tygrus,"As you wish, father!"
1,31,"Tyger, Tyger",FIRE AND GRIEF,Tygrus,"Father needs help. You will help him, won't you?"
1,31,"Tyger, Tyger",FIRE AND GRIEF,Tygrus,Would that be so bad? You could stay here with me.
1,31,"Tyger, Tyger",FIRE AND GRIEF,Tygrus,"Goodbye, Selina."
1,31,"Tyger, Tyger",FIRE AND GRIEF,Tygrus,There's nothing for me anywhere.
1,56,The Demon's Quest Part I,RA'S AL GHUL,Ubu,Infidel!
1,56,The Demon's Quest Part I,CALCUTTA,Ubu,Infidel!
1,56,The Demon's Quest Part I,MALAYSIA,Ubu,"Master, ahead! Look!"
1,56,The Demon's Quest Part I,THE DEMON'S HEAD,Ubu,"Master, we must get you to one of the pits."
1,56,The Demon's Quest Part I,THE LAZARUS PIT,Ubu,The master gave you no permission to leave.
1,57,The Demon's Quest Part II,LAZARUS MADNESS,Ubu,"We must stop him! The chemicals can revive the dying, but will kill a healthy person!"
1,57,The Demon's Quest Part II,DESERT STRONGHOLD,Ubu,"So, you have finally arrived! Hit your mounts and follow me! We must not keep the master waiting! Quickly, our time grows short! You there! Did you not hear me? What is the matter with... huh... - So, my eyes did not deceive me! You will pay for this trespass! - For this indignity, I will see you suffer!"
1,57,The Demon's Quest Part II,DESERT STRONGHOLD,Ubu,"Forgive me, master. But I discovered this most unworthy one spying."
1,57,The Demon's Quest Part II,DESERT STRONGHOLD,Ubu,You!?!
1,57,The Demon's Quest Part II,DESERT STRONGHOLD,Ubu,"Shall I dispatch him, master?"
1,57,The Demon's Quest Part II,DESERT STRONGHOLD,Ubu,"His mask, master?"
1,57,The Demon's Quest Part II,DESERT STRONGHOLD,Ubu,"Infidel dog! This time I shall attend to you, personally."
1,57,The Demon's Quest Part II,SHOWDOWN,Ubu,Master!
1,57,The Demon's Quest Part II,SHOWDOWN,Ubu,Infidel!
1,14,Heart of Ice,COLD REVENGE,Valet,Keys?
1,30,The Strange Secret of Bruce Wayne,BLACKMAIL,Vargas,We had a deal!
1,30,The Strange Secret of Bruce Wayne,BLACKMAIL,Vargas,Please. I can't pay that much!
1,30,The Strange Secret of Bruce Wayne,BLACKMAIL,Vargas,Heeelp!
1,30,The Strange Secret of Bruce Wayne,STRANGE MACHINE,Vargas RV,"Yes! I mean, no! No! Playing with matches... my parents told me it was wrong... I didn't mean to! It was an accident!"
1,55,See No Evil,BATMAN VS VENTRIX,Ventrix,"So what if it is? I don't care! As long as I have it, I can take my daughter back whenever I want. Her mother won't be able to stop me, and neither will you!"
1,55,See No Evil,BATMAN VS VENTRIX,Ventrix,No!
1,44,Off Balance,VERTIGO,Vertigo,The Batman! I suppose this had to happen sooner or later... -- You! -- Come! We're due back by the tolling of the hour!
1,44,Off Balance,TALIA,Vertigo,"Welcome friends! You're quite right, I have been expecting you! Hahaha!"
1,44,Off Balance,SHOWDOWN,Vertigo,"Maybe, maybe not. You see, you'll have to get across this room alive and that may prove difficult, considering this entire laboratory has been rigged to destroy you. Oh, and in case you think that once I go, my disorienting effect will go with me, think again. I've planted duplicate Vertigo devices throughout the room to maintain the effect once I've departed. Goodbye... And good luck. You'll need it."
1,44,Off Balance,SHOWDOWN,Vertigo,No. It's impossible!
1,44,Off Balance,SHOWDOWN,Vertigo,Then I will finish you both myself!
1,14,Heart of Ice,THE TRUTH,Victor Fries,"My name is Doctor Victor Fries. I am recording what I pray would be mankind's first step towards immortality. Behind me, you see the CC-100. A cryogenic freezing chamber of my own design. I created it for the express purpose of freezing subjects stricken with unoperable ailments. Subjects like.. my own beloved wife, Nora. Once a remedy has been found--"
1,37,Moon of the Wolf,THE TRAP,Video Narrator,The Alaskan Timber Wolf hunts in pairs or in packs. Contrary to the way this predator is commonly depicted in wildlife adventure films.
1,16,Eternal Youth,RICH MAN'S WORLD,Violet,"Hello, Mr. Wayne. I'm Violet."
1,16,Eternal Youth,RICH MAN'S WORLD,Violet,And we'd like to invite you
1,16,Eternal Youth,RICH MAN'S WORLD,Violet,Specially prepared meals!
1,16,Eternal Youth,RICH MAN'S WORLD,Violet,"And in two days, you'll look"
1,16,Eternal Youth,RICH MAN'S WORLD,Violet,It's the pefrect weekend
1,16,Eternal Youth,ETERNAL YOUTH,Violet,What should we do?
1,16,Eternal Youth,INVESTIGATION AND DOWNFALL,Violet,"Hello, Mrs. Thomas. I'm Violet."
1,16,Eternal Youth,INVESTIGATION AND DOWNFALL,Violet,And we'd like to invite you
1,16,Eternal Youth,GROVE OF CRIME,Violet,"Hey, a high school graduate. - Don't even think about it."
1,16,Eternal Youth,RICH MAN'S WORLD,Violet,The Eternal Youth Spa!
1,16,Eternal Youth,INVESTIGATION AND DOWNFALL,Violet,The Eternal Youth Spa!
1,31,"Tyger, Tyger",DATE AT THE ZOO,Waiter,"I'm so sorry Monsieur Wayne, I meant to tell you earlier. Mademoiselle Kyle called and said she'd be delayed. She was visiting a friend at ze Zoo."
1,37,Moon of the Wolf,THE WOLF,Wife,"It's only the wind, Norman!"
1,13,P.O.V.,BUST GONE WRONG,Wilkes,Sorry. I've never worked a sting before.
1,13,P.O.V.,BUST GONE WRONG,Wilkes,Hot is right. What happened? -- Where's Bullock?
1,13,P.O.V.,BUST GONE WRONG,Wilkes,Detective Bullock! Are you alright?
1,13,P.O.V.,THE INTERROGATION ROOM,Wilkes,You saw the Batman too?
1,13,P.O.V.,ENTERS THE WAREHOUSE AND SPOTS THE CRIMINALS,Wilkes,"But we weren't late, Detective!"
1,13,P.O.V.,THE INTERROGATION ROOM: VEREDICT,Wilkes,"Well...hmm...like Officer Montoya said, we weren't late. When we arrived, Detective Bullock was down..."
1,13,P.O.V.,THE INTERROGATION ROOM: VEREDICT,Wilkes,"I-I couldn't hear...but the guy look plenty scared and blurted out...""doc"" something"
1,13,P.O.V.,THE INTERROGATION ROOM: VEREDICT,Wilkes,I dunno. He...just said...doc.
1,13,P.O.V.,THE INTERROGATION ROOM: VEREDICT,Wilkes,...but no...I...
1,13,P.O.V.,MONTOYA CRACKS THE CASE,Wilkes,"Yeah, what a collar! You didn't just bust 'im; you put the whole gang out of commission."
1,13,P.O.V.,MONTOYA CRACKS THE CASE,Wilkes,"Gee...thanks, partner!"
1,13,P.O.V.,THE INTERROGATION ROOM: VEREDICT,Wilkes,"Then the true suspects came out of the building. I pursued them while Officer Montoya went into the warehouse. And I looked into the alley. The suspects had completely vanished. -- (cas started chasing him) I thought I bought it...then he came flying out of nowhere! I've heard of him, but I'd never seen him before. It was incredible! The Batman threw out his hand and sparks flew from his fingertips! - (Batman throws a handful of caltrops, blowing the criminals' van tires) - Then he pointed his fingers and some kind of ray shot out at the van! - (Batman fires his grapple gun at the door, then sends an electric current through the cable that blows off the van's door) - It blew the door open! One of the suspects staggered out. The other one must've escaped though the loading dock. The guy tried to bolt, and the Batman just pointed at 'im-- Wham! He drops! It was unbelievable! - (Batman throws a Batarang at the fleeing criminal, knocking him to the ground) - Batman's on the guy in a flash. Then the Batman says something to him..."
1,35,I Am the Night,APPOINTMENT,Willie,Wizard! You never call! You Never write!
1,35,I Am the Night,APPOINTMENT,Willie,"Skip the pleasantries. What do you say? Fifty bucks, now!"
1,35,I Am the Night,APPOINTMENT,Willie,"Then what you do got, is a whole world of trouble. - AH!"
1,35,I Am the Night,APPOINTMENT,Wizard,"Excuse me folks, spare some change? Trying to get bus fare home."
1,35,I Am the Night,APPOINTMENT,Wizard,Works every time.
1,35,I Am the Night,APPOINTMENT,Wizard,Batman pff...
1,35,I Am the Night,APPOINTMENT,Wizard,"Uh, Willie! Monk! Yeah, I was just looking for you guys?"
1,35,I Am the Night,APPOINTMENT,Wizard,I-- uh... I haven't exactly got it right now!
1,35,I Am the Night,APPOINTMENT,Wizard,"Hey, bats, don't worry about me. I don't need help from some jerk in long underwear."
1,35,I Am the Night,EPILOGUE,Wizard,"Hey man, I am the owner! Y'know, I was kinda hopin' I'd run into you. I'd been in those places like where you left me before. Heard the rap, wasn't impressed. But this time, it made sense. Maybe I was ready to hear it. So I'm heading back home. I guess I kinda owe it to you, Batman. You probably saved my life. I bey you hear this all the time. Look, I'm gonna miss my bus. I'll see you around and... thanks."
1,12,Appointment in Crime Alley,DAGGET'S FAILURE,Woman,Runaway Trolley! - Get out of the way...
1,17,Two-Face Part I,CAMPAIGN AT WAYNE MANOR,Woman,"Oh, Mr. Dent! I want you to know that I voted for you two times!"
1,19,Fear of Victory,PANIC ATTACK,Woman,Oh my! (Batman stands up) Oh! My... (Batman leaves the apartment and gives the lady a small grin)
1,37,Moon of the Wolf,PARK FIGHT,Woman,Hi!
1,38,Terror in the Sky,Eat & Run,Woman,Look!
1,38,Terror in the Sky,A Dream... or Is It?,Woman,Look!
1,38,Terror in the Sky,J'Accuse,Woman,Look!
1,38,Terror in the Sky,Batman VS She-Bat,Woman,Look!
1,44,Off Balance,LOST AND FOUND,Woman,"Still, the gesture is appreciated."
1,44,Off Balance,LOST AND FOUND,Woman,That would be telling.
1,44,Off Balance,TALIA,Woman,Filthy creature.
1,44,Off Balance,TALIA,Woman,Easier to clean your wounds this way.
1,44,Off Balance,TALIA,Woman,Hush! Who knows what other ears may be listening.
1,44,Off Balance,TALIA,Woman,My name is Talia. And I too have business with the Society of Shadows.
1,37,Moon of the Wolf,AFTERMATH,Woman #1,Isn't it just to die for?
1,37,Moon of the Wolf,AFTERMATH,Woman #1,"Oh, but he didn't. They say he just left town one day. The house is being sold to pay off his credits."
1,37,Moon of the Wolf,AFTERMATH,Woman #1,Nobody really knows. Strange ain't it?
1,37,Moon of the Wolf,AFTERMATH,Woman #2,"Wait'll you see the gym, you'll....."
1,44,Off Balance,LOST AND FOUND,Woman in Black,"I can take care of mysefl, thank you!"
1,29,Night of the Ninja,NINJA,Worker,
1,29,Night of the Ninja,ATTACKS,Worker,I didn't see him. I was doing the closing report; the next thing I knew I woke up with a headache.
1,38,Terror in the Sky,Eat & Run,Worker 1,"That's it. Keep her steady. Now crank another engine. (a giant bat attacks and starts eating some of the fruit) Whoa! Wha-- Ah! Ugh, ah... (bat throws boxes) Ah! Ah! Ugh, forget this."
1,38,Terror in the Sky,Eat & Run,Worker 1,The wingspan had to have been fifteen feet!
1,38,Terror in the Sky,A Dream... or Is It?,Worker 1,The wingspan had to have been fifteen feet!
1,38,Terror in the Sky,Eat & Run,Worker 2,"Yeah, it can have the fruit!"
1,38,Terror in the Sky,Eat & Run,Worker 2,I'm tellin' ya it was some kind of animal! A monstrocity!
